"('172.20.0.106', 33444)",3.5221760272979736,29.2
"('172.20.0.106', 33472)",2.951205253601074,28.2
"('172.20.0.106', 33456)",2.9332692623138428,27.7
"('172.20.0.106', 33484)",5.307807207107544,29.5
"('172.20.0.106', 33534)",2.367379665374756,28.9
"('172.20.0.106', 33510)",4.721462249755859,29.6
"('172.20.0.106', 33548)",2.9379987716674805,28.8
"('172.20.0.106', 33494)",3.541330575942993,29.5
"('172.20.0.106', 33528)",2.3539113998413086,26.6
"('172.20.0.106', 33520)",4.713841915130615,9.6
"('172.20.0.106', 33560)",4.116112470626831,9.8
"('172.20.0.106', 33562)",1.186713695526123,9.4
"('172.20.0.106', 37080)",3.5410497188568115,9.6
"('172.20.0.106', 37128)",1.175593376159668,0.5
"('172.20.0.106', 37186)",1.1727344989776611,21.1
"('172.20.0.106', 37106)",2.3566596508026123,28.3
"('172.20.0.106', 37152)",7.065194606781006,28.8
"('172.20.0.106', 37158)",4.714446544647217,29.7
"('172.20.0.106', 37122)",5.877929925918579,21.7
"('172.20.0.106', 37136)",4.698540687561035,6.0
"('172.20.0.106', 33662)",2.352288007736206,6.3
"('172.20.0.106', 37098)",5.312989950180054,6.3
"('172.20.0.106', 37192)",6.468322277069092,21.9
"('172.20.0.106', 37176)",11.766984224319458,6.5
"('172.20.0.106', 37172)",3.524724245071411,6.5
"('172.20.0.106', 37084)",1.7584893703460693,6.7
"('172.20.0.106', 33744)",1.1753628253936768,2.5
"('172.20.0.106', 33750)",1.1773271560668945,25.8
"('172.20.0.106', 33716)",1.1843161582946777,26.1
"('172.20.0.106', 33730)",1.1722710132598877,29.7
"('172.20.0.106', 33664)",2.966001510620117,29.5
"('172.20.0.106', 53244)",1.1728129386901855,31.5
"('172.20.0.106', 33720)",2.355681896209717,29.4
"('172.20.0.106', 33696)",1.7618682384490967,29.8
"('172.20.0.106', 58060)",2.9491238594055176,29.6
"('172.20.0.106', 33668)",2.9412267208099365,25.0
"('172.20.0.106', 58090)",2.942640542984009,23.5
"('172.20.0.106', 33704)",7.075342416763306,25.5
"('172.20.0.106', 35196)",1.1921732425689697,23.6
"('172.20.0.106', 33680)",4.120303153991699,25.4
"('172.20.0.106', 33718)",7.675314664840698,28.1
"('172.20.0.106', 58074)",3.5423707962036133,25.4
"('172.20.0.106', 35198)",1.1784915924072266,3.7
"('172.20.0.106', 35284)",5.311084032058716,29.0
"('172.20.0.106', 35280)",2.9469544887542725,29.3
"('172.20.0.106', 35298)",4.1240057945251465,30.1
"('172.20.0.106', 35260)",6.471365213394165,28.5
"('172.20.0.106', 35202)",3.530330181121826,28.8
"('172.20.0.106', 35268)",4.1167311668396,29.3
"('172.20.0.106', 35224)",2.354421377182007,29.9
"('172.20.0.106', 35242)",5.87614369392395,28.4
"('172.20.0.106', 35212)",9.995657920837402,29.2
"('172.20.0.106', 35236)",5.293146371841431,29.8
