"('172.20.0.106', 53508)",2.347442626953125,29.1
"('172.20.0.106', 53608)",4.114189863204956,28.2
"('172.20.0.106', 53512)",7.061109781265259,27.1
"('172.20.0.106', 53558)",4.110219240188599,28.9
"('172.20.0.106', 53598)",4.697288274765015,27.8
"('172.20.0.106', 53602)",3.519726514816284,26.9
"('172.20.0.106', 53624)",8.23292064666748,27.2
"('172.20.0.106', 53542)",1.7647180557250977,27.8
"('172.20.0.106', 53502)",2.94394850730896,28.6
"('172.20.0.106', 53646)",1.7707626819610596,13.2
"('172.20.0.106', 53528)",2.941166639328003,13.2
"('172.20.0.106', 53584)",1.181957483291626,4.8
"('172.20.0.106', 53572)",5.882352113723755,4.8
"('172.20.0.106', 53636)",8.239835023880005,4.8
"('172.20.0.106', 60498)",1.1753034591674805,21.0
"('172.20.0.106', 52304)",1.7748026847839355,28.0
"('172.20.0.106', 60516)",1.7673745155334473,27.9
"('172.20.0.106', 60508)",2.9476912021636963,28.0
"('172.20.0.106', 60458)",4.1053996086120605,29.1
"('172.20.0.106', 60472)",8.830278873443604,27.9
"('172.20.0.106', 60494)",5.288407325744629,27.9
"('172.20.0.106', 60504)",8.242412090301514,27.9
"('172.20.0.106', 52308)",2.3551244735717773,28.7
"('172.20.0.106', 60430)",8.237766027450562,27.7
"('172.20.0.106', 60452)",7.652745246887207,24.2
"('172.20.0.106', 42678)",1.7663607597351074,19.0
"('172.20.0.106', 60484)",5.306991338729858,8.4
"('172.20.0.106', 60444)",1.7655179500579834,8.4
"('172.20.0.106', 42694)",1.7720911502838135,8.1
"('172.20.0.106', 42750)",1.1696217060089111,4.6
"('172.20.0.106', 42706)",2.348314046859741,28.5
"('172.20.0.106', 42730)",7.0560832023620605,29.4
"('172.20.0.106', 42716)",2.9453938007354736,28.3
"('172.20.0.106', 42770)",3.523491859436035,29.6
"('172.20.0.106', 42764)",2.9318392276763916,29.1
"('172.20.0.106', 42760)",3.5278067588806152,29.6
"('172.20.0.106', 42738)",1.7582271099090576,19.5
"('172.20.0.106', 42712)",11.159178495407104,12.8
"('172.20.0.106', 42766)",8.82020902633667,12.8
"('172.20.0.106', 34660)",9.393605470657349,12.6
"('172.20.0.106', 34646)",12.934637546539307,12.6
"('172.20.0.106', 34662)",1.1830110549926758,4.1
"('172.20.0.106', 60474)",5.87361741065979,4.0
"('172.20.0.106', 42780)",11.76983094215393,12.8
"('172.20.0.106', 34726)",1.172558069229126,26.2
"('172.20.0.106', 34688)",2.3449182510375977,27.1
"('172.20.0.106', 34700)",5.290864944458008,27.1
"('172.20.0.106', 34708)",2.346763849258423,28.0
"('172.20.0.106', 34744)",2.351764678955078,40.3
"('172.20.0.106', 34676)",8.232129573822021,33.5
"('172.20.0.106', 34706)",3.5280916690826416,25.4
"('172.20.0.106', 34740)",5.887869834899902,23.9
"('172.20.0.106', 53078)",4.125489711761475,23.9
"('172.20.0.106', 34758)",2.9355199337005615,7.1
"('172.20.0.106', 34768)",4.118222236633301,7.3
"('172.20.0.106', 34710)",4.7105393409729,7.7
"('172.20.0.106', 34516)",7.095123529434204,34.5
"('172.20.0.106', 34562)",5.907422304153442,34.8
"('172.20.0.106', 34490)",2.361433744430542,32.6
