Client Address,Execution Time (seconds),CPU Load (%)
"('172.20.0.170', 49204)",0.9218442440032959,26.3
"('172.20.0.170', 49244)",0.8736295700073242,28.2
"('172.20.0.170', 49200)",0.5851378440856934,26.9
"('172.20.0.170', 49224)",0.874190092086792,27.2
"('172.20.0.170', 49246)",1.1684942245483398,28.4
"('172.20.0.170', 49220)",0.8740673065185547,27.1
"('172.20.0.170', 49228)",1.778254508972168,28.2
"('172.20.0.170', 49180)",0.8731119632720947,27.6
"('172.20.0.170', 49186)",0.5857853889465332,29.3
"('172.20.0.170', 49254)",1.7583260536193848,27.5
"('172.20.0.170', 49166)",2.3632442951202393,28.9
"('172.20.0.170', 49156)",4.703910827636719,27.5
"('172.20.0.170', 49158)",1.7503995895385742,27.2
"('172.20.0.170', 49234)",2.338791608810425,28.6
"('172.20.0.170', 46842)",0.6318576335906982,0.0
"('172.20.0.170', 46868)",2.0797016620635986,27.4
"('172.20.0.170', 46872)",1.4918792247772217,28.5
"('172.20.0.170', 46826)",3.533872127532959,26.7
"('172.20.0.170', 46816)",1.1644654273986816,26.5
"('172.20.0.170', 46884)",0.8772659301757812,27.0
"('172.20.0.170', 46876)",0.5827648639678955,27.8
"('172.20.0.170', 46800)",1.7494838237762451,26.9
"('172.20.0.170', 46790)",1.1678204536437988,20.0
"('172.20.0.170', 46844)",1.1633479595184326,25.0
"('172.20.0.170', 51972)",0.9119172096252441,20.5
"('172.20.0.170', 46854)",1.754136323928833,20.0
"('172.20.0.170', 46828)",4.673565149307251,25.7
"('172.20.0.170', 52030)",0.5808730125427246,0.0
"('172.20.0.170', 51994)",0.5806190967559814,0.0
"('172.20.0.170', 52044)",2.924720048904419,28.4
"('172.20.0.170', 52016)",1.7803263664245605,31.0
"('172.20.0.170', 51998)",1.200002908706665,27.3
"('172.20.0.170', 52050)",1.1649410724639893,27.5
"('172.20.0.170', 50140)",1.7473037242889404,30.8
"('172.20.0.170', 52066)",1.1643238067626953,30.8
"('172.20.0.170', 52052)",1.4901409149169922,26.7
"('172.20.0.170', 51976)",3.5078301429748535,31.7
"('172.20.0.170', 52002)",3.539097547531128,30.8
"('172.20.0.170', 52034)",0.5836055278778076,30.8
"('172.20.0.170', 51986)",5.578959941864014,33.3
"('172.20.0.170', 50200)",0.6259768009185791,0.0
"('172.20.0.170', 50182)",0.87326979637146,26.0
"('172.20.0.170', 50226)",0.5847740173339844,27.2
"('172.20.0.170', 50210)",1.4598994255065918,27.8
"('172.20.0.170', 50154)",2.094939947128296,27.2
"('172.20.0.170', 50266)",1.168639898300171,27.8
"('172.20.0.170', 50238)",3.264829397201538,30.8
"('172.20.0.170', 50186)",0.8753678798675537,30.2
"('172.20.0.170', 50252)",1.172835350036621,30.2
"('172.20.0.170', 50162)",1.2142603397369385,28.2
"('172.20.0.170', 50174)",1.4701869487762451,29.7
"('172.20.0.170', 50164)",3.2703378200531006,27.5
"('172.20.0.170', 38322)",0.5831699371337891,0.0
"('172.20.0.170', 38378)",0.580657958984375,2.4
"('172.20.0.170', 38362)",0.5829806327819824,19.2
