Client Address,Execution Time (seconds),CPU Load (%)
"('172.20.0.170', 51902)",0.5831704139709473,27.5
"('172.20.0.170', 51884)",1.7963621616363525,27.2
"('172.20.0.170', 51904)",1.1716394424438477,27.8
"('172.20.0.170', 51864)",2.071613311767578,26.5
"('172.20.0.170', 51834)",1.4621691703796387,28.5
"('172.20.0.170', 51920)",0.8810920715332031,28.3
"('172.20.0.170', 51850)",0.8780982494354248,27.9
"('172.20.0.170', 51878)",2.6338422298431396,28.6
"('172.20.0.170', 51936)",1.2051234245300293,28.6
"('172.20.0.170', 51886)",5.30595064163208,27.3
"('172.20.0.170', 51818)",0.8756420612335205,28.1
"('172.20.0.170', 51866)",0.9140443801879883,27.7
"('172.20.0.170', 51854)",1.1698927879333496,27.6
"('172.20.0.170', 51938)",1.1805305480957031,27.6
"('172.20.0.170', 51806)",0.5963191986083984,23.7
"('172.20.0.170', 34922)",0.6309428215026855,0.0
"('172.20.0.170', 34976)",0.5876414775848389,0.0
"('172.20.0.170', 34974)",0.5839626789093018,0.0
"('172.20.0.170', 34942)",1.795663595199585,26.8
"('172.20.0.170', 34980)",2.6756160259246826,28.2
"('172.20.0.170', 51948)",1.1722548007965088,28.6
"('172.20.0.170', 34946)",3.2655227184295654,28.4
"('172.20.0.170', 34906)",3.8501858711242676,30.1
"('172.20.0.170', 33968)",1.469087839126587,27.9
"('172.20.0.170', 51954)",1.7669849395751953,28.9
"('172.20.0.170', 34964)",1.4972145557403564,22.5
"('172.20.0.170', 34932)",1.4972312450408936,28.9
"('172.20.0.170', 34908)",2.058793544769287,28.2
"('172.20.0.170', 33962)",0.5933780670166016,22.0
"('172.20.0.170', 34958)",3.2616982460021973,25.6
"('172.20.0.170', 34034)",0.5836126804351807,29.0
"('172.20.0.170', 33976)",0.9209609031677246,25.9
"('172.20.0.170', 34030)",0.6273815631866455,7.5
"('172.20.0.170', 33992)",0.5843393802642822,25.7
"('172.20.0.170', 34064)",0.5841071605682373,25.5
"('172.20.0.170', 34020)",1.1660692691802979,10.0
"('172.20.0.170', 34000)",0.8746724128723145,10.0
"('172.20.0.170', 34004)",0.8835000991821289,27.9
"('172.20.0.170', 34054)",0.9113702774047852,26.2
"('172.20.0.170', 55126)",2.6331944465637207,27.7
"('172.20.0.170', 55144)",1.4595565795898438,27.4
"('172.20.0.170', 34050)",3.237190008163452,28.0
"('172.20.0.170', 55120)",1.7516345977783203,27.4
"('172.20.0.170', 33996)",1.1691110134124756,26.0
"('172.20.0.170', 34062)",1.757030725479126,20.0
"('172.20.0.170', 55132)",1.756009578704834,22.0
"('172.20.0.170', 55154)",0.6236164569854736,22.0
"('172.20.0.170', 55178)",1.4600815773010254,2.5
"('172.20.0.170', 55192)",1.1663308143615723,2.4
"('172.20.0.170', 55162)",0.585437536239624,2.5
