Client Address,Execution Time (seconds),CPU Load (%)
"('172.20.0.170', 50032)",0.5833175182342529,0.0
"('172.20.0.170', 49918)",0.5849201679229736,0.0
"('172.20.0.170', 50016)",0.5830667018890381,0.0
"('172.20.0.170', 50004)",0.5838260650634766,15.4
"('172.20.0.170', 49924)",1.1695566177368164,25.4
"('172.20.0.170', 37998)",2.6348206996917725,27.5
"('172.20.0.170', 49946)",3.2534172534942627,28.4
"('172.20.0.170', 50028)",4.145578384399414,15.0
"('172.20.0.170', 38008)",2.083606719970703,26.1
"('172.20.0.170', 49992)",1.1704857349395752,26.1
"('172.20.0.170', 49962)",2.050893545150757,26.6
"('172.20.0.170', 49978)",2.9791553020477295,26.1
"('172.20.0.170', 49934)",1.7913472652435303,27.5
"('172.20.0.170', 49996)",1.5098612308502197,20.9
"('172.20.0.170', 38058)",0.5831327438354492,14.6
"('172.20.0.170', 38114)",0.5857346057891846,5.0
"('172.20.0.170', 38012)",1.2229819297790527,27.1
"('172.20.0.170', 38072)",1.759418249130249,28.2
"('172.20.0.170', 38032)",1.7626402378082275,26.9
"('172.20.0.170', 38068)",1.7598776817321777,26.9
"('172.20.0.170', 38052)",1.4667518138885498,26.8
"('172.20.0.170', 38034)",2.092778205871582,26.6
"('172.20.0.170', 38098)",1.5009338855743408,26.6
"('172.20.0.170', 38020)",2.6730892658233643,26.5
"('172.20.0.170', 38042)",1.7959399223327637,26.6
"('172.20.0.170', 38088)",1.174471378326416,26.5
"('172.20.0.170', 56236)",0.5852365493774414,28.7
"('172.20.0.170', 56252)",0.586514949798584,10.3
"('172.20.0.170', 56258)",0.5860495567321777,7.5
"('172.20.0.170', 49284)",0.9092650413513184,25.6
"('172.20.0.170', 49252)",0.5830566883087158,26.3
"('172.20.0.170', 49242)",0.5854909420013428,24.8
"('172.20.0.170', 49228)",0.5845749378204346,0.0
"('172.20.0.170', 49298)",0.8784830570220947,25.4
"('172.20.0.170', 56260)",0.5866799354553223,26.6
"('172.20.0.170', 49202)",0.8751909732818604,27.7
"('172.20.0.170', 49198)",2.9570462703704834,23.5
"('172.20.0.170', 49212)",0.8764984607696533,27.1
"('172.20.0.170', 49214)",2.957883358001709,23.4
"('172.20.0.170', 49268)",1.7575023174285889,13.2
"('172.20.0.170', 42988)",1.170792579650879,13.2
"('172.20.0.170', 49304)",0.5854432582855225,13.2
"('172.20.0.170', 43004)",0.6596603393554688,19.9
"('172.20.0.170', 43044)",0.5850269794464111,0.0
"('172.20.0.170', 43026)",0.5847373008728027,0.0
"('172.20.0.170', 43056)",0.8766098022460938,27.8
"('172.20.0.170', 43008)",1.168807029724121,29.7
"('172.20.0.170', 43100)",0.8803551197052002,28.2
"('172.20.0.170', 43028)",1.2060868740081787,27.2
"('172.20.0.170', 43104)",1.1705284118652344,27.1
"('172.20.0.170', 60000)",1.1759192943572998,27.5
"('172.20.0.170', 43022)",2.052668333053589,27.1
"('172.20.0.170', 43096)",2.0491697788238525,27.6
"('172.20.0.170', 43072)",1.7580461502075195,27.1
"('172.20.0.170', 43084)",3.8398561477661133,27.4
"('172.20.0.170', 60010)",0.5902919769287109,10.5
"('172.20.0.170', 60006)",0.879626989364624,25.0
"('172.20.0.170', 60024)",1.2073941230773926,27.1
"('172.20.0.170', 60036)",0.5863587856292725,26.2
"('172.20.0.170', 60096)",0.8787863254547119,26.1
"('172.20.0.170', 60082)",0.5840866565704346,25.4
"('172.20.0.170', 60076)",0.5888113975524902,4.9
"('172.20.0.170', 60108)",0.5834815502166748,0.0
"('172.20.0.170', 60042)",2.3422141075134277,26.5
