Client Address,Execution Time (seconds),CPU Load (%)
"('172.20.0.170', 48092)",0.00013327598571777344,66.7
"('172.20.0.170', 48104)",0.0001595020294189453,66.7
"('172.20.0.170', 48126)",0.0006463527679443359,65.8
"('172.20.0.170', 48130)",0.00014495849609375,62.5
"('172.20.0.170', 48114)",0.005743980407714844,63.4
"('172.20.0.170', 48132)",0.0007920265197753906,57.9
"('172.20.0.170', 48148)",0.0008900165557861328,57.5
"('172.20.0.170', 48156)",0.00014543533325195312,57.9
"('172.20.0.170', 48150)",0.00012755393981933594,57.9
"('172.20.0.170', 48172)",0.00010991096496582031,57.9
"('172.20.0.170', 48192)",0.0010190010070800781,57.9
"('172.20.0.170', 48184)",8.058547973632812e-05,58.5
"('172.20.0.170', 48194)",0.0003108978271484375,60.0
"('172.20.0.170', 48224)",8.96453857421875e-05,57.9
"('172.20.0.170', 48212)",0.0009205341339111328,59.0
"('172.20.0.170', 48196)",0.0001652240753173828,58.5
"('172.20.0.170', 48222)",0.0009293556213378906,59.0
"('172.20.0.170', 48252)",9.202957153320312e-05,57.9
"('172.20.0.170', 48240)",0.0001125335693359375,59.0
"('172.20.0.170', 48276)",0.00010061264038085938,60.5
"('172.20.0.170', 48292)",0.00012302398681640625,60.5
"('172.20.0.170', 48306)",8.058547973632812e-05,60.0
"('172.20.0.170', 48260)",0.0008983612060546875,60.0
"('172.20.0.170', 48322)",0.00011444091796875,57.9
"('172.20.0.170', 48330)",0.00015091896057128906,59.5
"('172.20.0.170', 48298)",9.5367431640625e-05,60.0
"('172.20.0.170', 48344)",0.00011157989501953125,59.0
"('172.20.0.170', 48360)",9.822845458984375e-05,56.1
"('172.20.0.170', 48382)",0.00014781951904296875,56.1
"('172.20.0.170', 48370)",0.00012731552124023438,55.0
"('172.20.0.170', 48388)",0.005635976791381836,51.3
"('172.20.0.170', 48402)",0.00013375282287597656,53.8
"('172.20.0.170', 48426)",0.0007562637329101562,57.1
"('172.20.0.170', 48406)",0.0002162456512451172,56.1
"('172.20.0.170', 48428)",0.001758575439453125,58.1
"('172.20.0.170', 48418)",0.00021600723266601562,56.8
"('172.20.0.170', 48446)",0.0020253658294677734,57.5
"('172.20.0.170', 48434)",0.0018169879913330078,57.1
"('172.20.0.170', 48470)",0.0005164146423339844,58.5
"('172.20.0.170', 48462)",0.00045108795166015625,58.5
"('172.20.0.170', 48466)",0.0014226436614990234,58.5
"('172.20.0.170', 48488)",6.079673767089844e-05,59.0
"('172.20.0.170', 48492)",0.00033855438232421875,61.0
"('172.20.0.170', 48504)",0.0004448890686035156,61.0
"('172.20.0.170', 48514)",0.0008742809295654297,62.5
"('172.20.0.170', 48478)",6.866455078125e-05,61.9
"('172.20.0.170', 48526)",0.0026044845581054688,62.2
"('172.20.0.170', 48532)",7.224082946777344e-05,61.4
"('172.20.0.170', 48548)",8.392333984375e-05,61.9
"('172.20.0.170', 48606)",0.0017392635345458984,61.4
"('172.20.0.170', 48558)",6.580352783203125e-05,60.5
"('172.20.0.170', 48580)",8.893013000488281e-05,60.5
"('172.20.0.170', 48592)",0.0011301040649414062,61.0
"('172.20.0.170', 48562)",0.00012493133544921875,61.0
"('172.20.0.170', 48578)",0.0010478496551513672,61.0
"('172.20.0.170', 48658)",7.343292236328125e-05,61.0
"('172.20.0.170', 48634)",0.0016436576843261719,62.5
"('172.20.0.170', 48642)",0.0036690235137939453,61.0
"('172.20.0.170', 48684)",0.0017545223236083984,62.5
"('172.20.0.170', 48620)",0.001138925552368164,62.5
"('172.20.0.170', 48670)",0.0009107589721679688,62.5
"('172.20.0.170', 48700)",0.0009024143218994141,63.6
"('172.20.0.170', 48702)",0.0038034915924072266,61.9
"('172.20.0.170', 48718)",0.0038161277770996094,61.5
"('172.20.0.170', 48756)",8.797645568847656e-05,59.0
"('172.20.0.170', 48726)",0.0002529621124267578,59.0
"('172.20.0.170', 48764)",0.0012111663818359375,59.0
"('172.20.0.170', 48744)",0.004967451095581055,60.0
"('172.20.0.170', 48804)",0.000148773193359375,59.0
"('172.20.0.170', 48822)",7.796287536621094e-05,59.0
"('172.20.0.170', 48692)",0.00011348724365234375,59.0
"('172.20.0.170', 48742)",5.91278076171875e-05,59.0
"('172.20.0.170', 48754)",0.0011386871337890625,59.0
"('172.20.0.170', 48838)",0.000728607177734375,59.0
"('172.20.0.170', 48846)",0.0022644996643066406,60.5
"('172.20.0.170', 48862)",0.00014543533325195312,62.5
"('172.20.0.170', 48886)",6.365776062011719e-05,60.5
"('172.20.0.170', 48844)",0.002354860305786133,61.5
"('172.20.0.170', 48870)",0.00029206275939941406,61.5
"('172.20.0.170', 48778)",0.00011754035949707031,63.4
"('172.20.0.170', 48780)",9.846687316894531e-05,63.4
"('172.20.0.170', 48792)",0.0016126632690429688,62.5
"('172.20.0.170', 48922)",0.002505779266357422,61.5
"('172.20.0.170', 48820)",0.0006449222564697266,63.4
"('172.20.0.170', 48950)",0.0040187835693359375,61.5
"('172.20.0.170', 48966)",0.0010344982147216797,60.5
"('172.20.0.170', 48864)",0.0003185272216796875,62.5
"('172.20.0.170', 48928)",9.846687316894531e-05,63.2
"('172.20.0.170', 48944)",8.177757263183594e-05,64.1
"('172.20.0.170', 48990)",0.0001614093780517578,63.4
"('172.20.0.170', 48994)",8.368492126464844e-05,64.1
"('172.20.0.170', 48912)",9.34600830078125e-05,61.9
"('172.20.0.170', 49040)",0.004124164581298828,64.3
"('172.20.0.170', 49024)",0.0017235279083251953,63.4
"('172.20.0.170', 48896)",0.0005233287811279297,64.3
"('172.20.0.170', 49050)",0.00017547607421875,65.9
"('172.20.0.170', 49012)",0.0017559528350830078,66.7
"('172.20.0.170', 49060)",0.0018780231475830078,65.1
"('172.20.0.170', 49092)",7.843971252441406e-05,67.4
"('172.20.0.170', 49080)",7.62939453125e-05,65.1
"('172.20.0.170', 49096)",0.0013051033020019531,67.4
"('172.20.0.170', 48982)",0.0007264614105224609,67.4
"('172.20.0.170', 49112)",6.4849853515625e-05,66.7
"('172.20.0.170', 49122)",0.0011887550354003906,67.5
"('172.20.0.170', 49010)",8.0108642578125e-05,65.9
"('172.20.0.170', 49150)",8.177757263183594e-05,66.7
"('172.20.0.170', 49138)",0.00015425682067871094,66.7
"('172.20.0.170', 49158)",0.0005636215209960938,65.9
"('172.20.0.170', 49192)",0.0005300045013427734,65.0
"('172.20.0.170', 49248)",0.003547191619873047,65.9
"('172.20.0.170', 49222)",0.0023767948150634766,65.0
"('172.20.0.170', 49186)",7.200241088867188e-05,65.0
"('172.20.0.170', 49176)",0.0009710788726806641,64.3
"('172.20.0.170', 48904)",0.0016589164733886719,65.0
