Client Address,Execution Time (seconds),CPU Load (%)
"('172.20.0.170', 57990)",0.0015978813171386719,55.0
"('172.20.0.170', 58018)",7.987022399902344e-05,57.5
"('172.20.0.170', 58004)",0.0001354217529296875,55.8
"('172.20.0.170', 58030)",0.0011553764343261719,54.3
"('172.20.0.170', 58054)",0.012054681777954102,55.0
"('172.20.0.170', 58046)",0.00048160552978515625,56.1
"('172.20.0.170', 58086)",0.0006010532379150391,55.3
"('172.20.0.170', 58068)",0.0002090930938720703,57.1
"('172.20.0.170', 58104)",7.2479248046875e-05,55.0
"('172.20.0.170', 58098)",0.0001914501190185547,55.0
"('172.20.0.170', 58110)",7.224082946777344e-05,58.5
"('172.20.0.170', 58080)",0.00080108642578125,57.1
"('172.20.0.170', 58114)",0.00028204917907714844,57.1
"('172.20.0.170', 58136)",0.0015568733215332031,59.5
"('172.20.0.170', 58126)",0.0007841587066650391,60.5
"('172.20.0.170', 58164)",0.00020360946655273438,59.5
"('172.20.0.170', 58150)",0.001069784164428711,59.5
"('172.20.0.170', 58192)",6.413459777832031e-05,58.5
"('172.20.0.170', 58180)",0.0006582736968994141,57.1
"('172.20.0.170', 58212)",0.0001533031463623047,56.1
"('172.20.0.170', 58182)",0.0014743804931640625,58.1
"('172.20.0.170', 58208)",0.00012969970703125,58.1
"('172.20.0.170', 58224)",6.890296936035156e-05,58.5
"('172.20.0.170', 58236)",8.893013000488281e-05,58.5
"('172.20.0.170', 58266)",0.00011467933654785156,57.5
"('172.20.0.170', 58258)",0.00035309791564941406,57.5
"('172.20.0.170', 58250)",0.0008666515350341797,57.5
"('172.20.0.170', 58280)",0.001107931137084961,58.5
"('172.20.0.170', 58268)",0.000629425048828125,58.1
"('172.20.0.170', 58292)",0.0011475086212158203,58.5
"('172.20.0.170', 58272)",7.557868957519531e-05,57.8
"('172.20.0.170', 58690)",7.200241088867188e-05,76.2
"('172.20.0.170', 58330)",0.001157522201538086,57.1
"('172.20.0.170', 58320)",0.0010530948638916016,59.1
"('172.20.0.170', 58332)",6.794929504394531e-05,59.5
"('172.20.0.170', 58306)",0.001245260238647461,58.7
"('172.20.0.170', 58334)",0.000644683837890625,60.5
"('172.20.0.170', 58362)",0.0018825531005859375,59.5
"('172.20.0.170', 58380)",0.0008611679077148438,60.0
"('172.20.0.170', 58366)",0.0004725456237792969,61.4
"('172.20.0.170', 58396)",0.0001709461212158203,61.0
"('172.20.0.170', 58404)",0.0004475116729736328,61.9
"('172.20.0.170', 58346)",9.822845458984375e-05,59.6
"('172.20.0.170', 58412)",9.131431579589844e-05,61.9
"('172.20.0.170', 58420)",0.0004107952117919922,62.8
"('172.20.0.170', 58424)",0.0008189678192138672,62.8
"('172.20.0.170', 58806)",0.00012445449829101562,71.4
"('172.20.0.170', 58440)",8.20159912109375e-05,63.6
"('172.20.0.170', 58482)",0.0005757808685302734,61.9
"('172.20.0.170', 58492)",0.0009512901306152344,64.3
"('172.20.0.170', 58454)",0.0018537044525146484,64.3
"('172.20.0.170', 58500)",7.104873657226562e-05,62.5
"('172.20.0.170', 58446)",0.001062154769897461,62.2
"('172.20.0.170', 58470)",0.0001239776611328125,64.4
"('172.20.0.170', 58502)",0.0003509521484375,63.4
"('172.20.0.170', 58520)",0.0025320053100585938,65.1
"('172.20.0.170', 58538)",0.0011212825775146484,65.9
"('172.20.0.170', 58524)",5.0067901611328125e-05,65.1
"('172.20.0.170', 58568)",0.00043511390686035156,65.0
"('172.20.0.170', 58514)",0.00037407875061035156,65.1
"('172.20.0.170', 58578)",6.413459777832031e-05,65.0
"('172.20.0.170', 58582)",8.845329284667969e-05,64.9
"('172.20.0.170', 58556)",0.0014183521270751953,65.9
"('172.20.0.170', 58552)",5.030632019042969e-05,65.9
"('172.20.0.170', 58580)",0.0024297237396240234,65.9
"('172.20.0.170', 58588)",8.726119995117188e-05,70.0
"('172.20.0.170', 58626)",8.392333984375e-05,71.8
"('172.20.0.170', 58598)",6.818771362304688e-05,69.2
"('172.20.0.170', 58612)",0.0005273818969726562,75.0
"('172.20.0.170', 58630)",0.00021028518676757812,73.8
"('172.20.0.170', 58594)",0.003092527389526367,73.8
"('172.20.0.170', 58680)",7.319450378417969e-05,75.6
"('172.20.0.170', 58664)",0.0007140636444091797,75.6
"('172.20.0.170', 58640)",8.726119995117188e-05,76.3
"('172.20.0.170', 58656)",0.0009407997131347656,76.0
"('172.20.0.170', 58318)",0.0013477802276611328,57.1
"('172.20.0.170', 58688)",0.0009212493896484375,78.6
"('172.20.0.170', 58704)",0.004071235656738281,80.0
"('172.20.0.170', 58708)",0.00010156631469726562,79.5
"('172.20.0.170', 58722)",0.00011134147644042969,76.9
"('172.20.0.170', 58724)",0.0042798519134521484,77.5
"('172.20.0.170', 58732)",0.0032258033752441406,77.5
"('172.20.0.170', 58754)",6.651878356933594e-05,75.0
"('172.20.0.170', 58738)",8.368492126464844e-05,75.6
"('172.20.0.170', 58734)",0.001691579818725586,75.6
"('172.20.0.170', 58786)",0.00010919570922851562,75.0
"('172.20.0.170', 58758)",0.0003185272216796875,75.0
"('172.20.0.170', 58774)",0.00010061264038085938,73.8
"('172.20.0.170', 58788)",9.799003601074219e-05,73.8
"('172.20.0.170', 58802)",0.0015795230865478516,73.2
"('172.20.0.170', 58814)",0.00018286705017089844,73.2
"('172.20.0.170', 58398)",0.0011487007141113281,61.4
"('172.20.0.170', 58840)",7.677078247070312e-05,66.7
"('172.20.0.170', 58822)",8.96453857421875e-05,64.3
"('172.20.0.170', 58830)",0.0020024776458740234,60.5
"('172.20.0.170', 58844)",0.00014543533325195312,59.0
"('172.20.0.170', 58880)",0.00042510032653808594,59.5
"('172.20.0.170', 58884)",0.001990079879760742,60.0
"('172.20.0.170', 58914)",0.00023055076599121094,58.5
"('172.20.0.170', 58852)",0.00014710426330566406,58.5
"('172.20.0.170', 58908)",8.630752563476562e-05,57.5
"('172.20.0.170', 58926)",0.00010728836059570312,59.5
"('172.20.0.170', 58924)",6.794929504394531e-05,57.5
"('172.20.0.170', 58868)",0.000701904296875,58.5
"('172.20.0.170', 58944)",6.961822509765625e-05,59.0
"('172.20.0.170', 58930)",9.989738464355469e-05,59.5
"('172.20.0.170', 58936)",0.0006480216979980469,57.5
"('172.20.0.170', 59110)",0.002092123031616211,73.8
"('172.20.0.170', 58970)",0.0006840229034423828,60.0
"('172.20.0.170', 59156)",0.0011703968048095703,73.2
"('172.20.0.170', 58966)",0.0009174346923828125,59.5
"('172.20.0.170', 58980)",0.0010895729064941406,58.5
"('172.20.0.170', 58982)",0.0006213188171386719,61.0
"('172.20.0.170', 58988)",0.001100301742553711,61.0
"('172.20.0.170', 58998)",0.0010862350463867188,60.0
"('172.20.0.170', 59000)",6.604194641113281e-05,62.5
"('172.20.0.170', 59026)",0.00040411949157714844,64.1
"('172.20.0.170', 59004)",0.002737760543823242,64.1
"('172.20.0.170', 59020)",0.0006589889526367188,63.4
"('172.20.0.170', 59028)",0.0001494884490966797,65.0
"('172.20.0.170', 59038)",0.0005624294281005859,65.9
"('172.20.0.170', 59040)",9.894371032714844e-05,65.9
"('172.20.0.170', 59046)",0.0005478858947753906,66.7
"('172.20.0.170', 59054)",7.700920104980469e-05,67.5
"('172.20.0.170', 59064)",7.05718994140625e-05,70.7
"('172.20.0.170', 59082)",0.00011920928955078125,67.5
"('172.20.0.170', 59178)",0.00011849403381347656,76.2
"('172.20.0.170', 59094)",0.002485036849975586,70.0
"('172.20.0.170', 59098)",0.003484487533569336,71.8
"('172.20.0.170', 59122)",0.0011055469512939453,70.0
"('172.20.0.170', 58892)",0.0015156269073486328,59.1
"('172.20.0.170', 59136)",0.0008039474487304688,73.8
"('172.20.0.170', 58954)",0.0009667873382568359,59.5
"('172.20.0.170', 59150)",0.0006158351898193359,74.4
"('172.20.0.170', 59162)",8.416175842285156e-05,76.3
"('172.20.0.170', 59184)",7.486343383789062e-05,76.3
"('172.20.0.170', 59174)",0.00015616416931152344,77.5
"('172.20.0.170', 59190)",0.0003724098205566406,78.0
"('172.20.0.170', 59072)",0.00342559814453125,68.3
"('172.20.0.170', 59458)",0.0001442432403564453,63.2
"('172.20.0.170', 59686)",6.723403930664062e-05,63.4
"('172.20.0.170', 59574)",8.249282836914062e-05,63.4
"('172.20.0.170', 59528)",0.0001437664031982422,61.5
"('172.20.0.170', 59670)",0.000904083251953125,60.5
"('172.20.0.170', 59478)",0.00019860267639160156,61.5
"('172.20.0.170', 59470)",0.00035071372985839844,60.0
"('172.20.0.170', 59676)",0.001104116439819336,59.0
"('172.20.0.170', 59446)",6.461143493652344e-05,59.5
"('172.20.0.170', 59416)",7.319450378417969e-05,60.5
"('172.20.0.170', 59272)",0.00010347366333007812,60.0
"('172.20.0.170', 59666)",8.344650268554688e-05,60.0
"('172.20.0.170', 59366)",0.00018858909606933594,60.0
"('172.20.0.170', 59438)",0.0008783340454101562,59.5
"('172.20.0.170', 59612)",0.0002512931823730469,59.0
"('172.20.0.170', 59500)",0.00011301040649414062,59.0
"('172.20.0.170', 59402)",0.00012683868408203125,59.0
"('172.20.0.170', 59654)",7.176399230957031e-05,58.5
"('172.20.0.170', 59592)",0.001837015151977539,59.0
"('172.20.0.170', 59288)",0.0017037391662597656,56.8
"('172.20.0.170', 59638)",0.00054931640625,57.9
"('172.20.0.170', 59630)",0.00011205673217773438,56.8
"('172.20.0.170', 59422)",9.870529174804688e-05,59.0
"('172.20.0.170', 59276)",0.00015044212341308594,59.0
"('172.20.0.170', 59614)",0.0001804828643798828,59.0
"('172.20.0.170', 59564)",0.00010013580322265625,57.9
"('172.20.0.170', 59192)",0.00035762786865234375,61.5
"('172.20.0.170', 59590)",0.0001232624053955078,62.5
"('172.20.0.170', 59228)",0.0010416507720947266,61.5
"('172.20.0.170', 59224)",6.651878356933594e-05,60.5
"('172.20.0.170', 59394)",0.0003457069396972656,63.2
"('172.20.0.170', 59534)",0.0007944107055664062,60.5
"('172.20.0.170', 59516)",0.00010466575622558594,62.2
"('172.20.0.170', 59252)",0.00011539459228515625,60.5
"('172.20.0.170', 59232)",7.152557373046875e-05,63.2
"('172.20.0.170', 59488)",6.389617919921875e-05,63.9
"('172.20.0.170', 59462)",9.5367431640625e-05,63.2
"('172.20.0.170', 59436)",9.369850158691406e-05,64.9
"('172.20.0.170', 59444)",6.365776062011719e-05,65.8
"('172.20.0.170', 59418)",6.127357482910156e-05,64.1
"('172.20.0.170', 59442)",0.00024366378784179688,66.7
"('172.20.0.170', 59482)",0.0006039142608642578,63.4
"('172.20.0.170', 59380)",0.0008077621459960938,65.8
"('172.20.0.170', 59360)",6.699562072753906e-05,65.8
"('172.20.0.170', 59310)",7.343292236328125e-05,69.2
"('172.20.0.170', 59414)",0.00017309188842773438,65.8
"('172.20.0.170', 59332)",5.6743621826171875e-05,69.2
"('172.20.0.170', 59294)",7.796287536621094e-05,68.4
"('172.20.0.170', 59256)",5.53131103515625e-05,70.0
"('172.20.0.170', 59240)",6.246566772460938e-05,69.2
"('172.20.0.170', 59274)",6.151199340820312e-05,70.0
"('172.20.0.170', 59560)",6.508827209472656e-05,71.1
"('172.20.0.170', 59608)",6.604194641113281e-05,68.3
"('172.20.0.170', 59532)",6.771087646484375e-05,70.0
"('172.20.0.170', 59348)",0.0002777576446533203,69.2
"('172.20.0.170', 59342)",0.0003769397735595703,70.3
"('172.20.0.170', 59326)",7.963180541992188e-05,71.1
"('172.20.0.170', 59340)",0.003846883773803711,71.1
"('172.20.0.170', 59298)",9.608268737792969e-05,72.5
"('172.20.0.170', 59208)",6.890296936035156e-05,73.2
"('172.20.0.170', 59260)",0.0022840499877929688,75.0
