"('172.20.0.106', 35898)",1.171614646911621,1.5
"('172.20.0.106', 35912)",2.361964225769043,26.8
"('172.20.0.106', 35896)",1.7712032794952393,29.1
"('172.20.0.106', 35880)",1.7721619606018066,29.3
"('172.20.0.106', 35924)",1.764279842376709,28.8
"('172.20.0.106', 35940)",2.3614628314971924,29.5
"('172.20.0.106', 40780)",1.7679545879364014,29.0
"('172.20.0.106', 40796)",2.362550973892212,29.0
"('172.20.0.106', 35956)",1.7648682594299316,30.5
"('172.20.0.106', 35928)",1.7755053043365479,30.0
"('172.20.0.106', 35994)",4.121225118637085,16.7
"('172.20.0.106', 35980)",5.301042079925537,6.5
"('172.20.0.106', 40802)",1.1815667152404785,6.3
"('172.20.0.106', 35972)",1.7697217464447021,6.8
"('172.20.0.106', 35952)",10.016517400741577,6.1
"('172.20.0.106', 53136)",1.7647528648376465,23.8
"('172.20.0.106', 53100)",1.1758887767791748,23.8
"('172.20.0.106', 53058)",1.1788115501403809,30.2
"('172.20.0.106', 53104)",3.537548065185547,27.3
"('172.20.0.106', 53086)",5.292023181915283,30.1
"('172.20.0.106', 53124)",1.1747968196868896,29.3
"('172.20.0.106', 53078)",3.5262346267700195,29.6
"('172.20.0.106', 53072)",1.7601733207702637,29.0
"('172.20.0.106', 53074)",1.7632582187652588,21.5
"('172.20.0.106', 53600)",4.6990134716033936,13.5
"('172.20.0.106', 53110)",7.053314685821533,6.0
"('172.20.0.106', 53054)",2.3432857990264893,13.5
"('172.20.0.106', 53146)",2.3395354747772217,6.0
"('172.20.0.106', 53602)",1.1792991161346436,6.3
"('172.20.0.106', 57298)",1.7596104145050049,28.3
"('172.20.0.106', 57356)",2.3576624393463135,28.9
"('172.20.0.106', 57408)",2.3537046909332275,28.5
"('172.20.0.106', 57340)",1.1714308261871338,28.3
"('172.20.0.106', 57374)",5.287641286849976,28.7
"('172.20.0.106', 57368)",5.305777549743652,27.9
"('172.20.0.106', 57324)",2.352203369140625,28.5
"('172.20.0.106', 57308)",9.412654161453247,27.6
"('172.20.0.106', 57384)",5.888719081878662,30.4
"('172.20.0.106', 57422)",1.1860573291778564,32.4
"('172.20.0.106', 57392)",6.471100091934204,32.5
"('172.20.0.106', 57434)",2.3589327335357666,32.6
"('172.20.0.106', 37514)",1.186389446258545,4.6
"('172.20.0.106', 39352)",9.415147066116333,27.9
"('172.20.0.106', 37560)",6.463419675827026,30.8
"('172.20.0.106', 37540)",5.870416641235352,31.1
"('172.20.0.106', 37526)",2.341590166091919,30.2
"('172.20.0.106', 37550)",9.407552242279053,31.1
"('172.20.0.106', 37596)",12.944676876068115,27.5
"('172.20.0.106', 37518)",3.5301971435546875,25.4
"('172.20.0.106', 44506)",1.7668380737304688,5.3
"('172.20.0.106', 37582)",1.1822113990783691,14.2
"('172.20.0.106', 37568)",7.654303312301636,23.4
"('172.20.0.106', 37602)",5.867434024810791,5.5
"('172.20.0.106', 37610)",9.41400957107544,14.4
"('172.20.0.106', 37624)",2.3595621585845947,5.8
"('172.20.0.106', 44516)",1.1718897819519043,26.0
"('172.20.0.106', 44550)",3.516636371612549,31.7
"('172.20.0.106', 44520)",2.344906806945801,32.0
"('172.20.0.106', 44574)",2.3534812927246094,23.5
"('172.20.0.106', 44566)",1.1838364601135254,3.5
"('172.20.0.106', 39536)",2.3507254123687744,30.0
"('172.20.0.106', 44526)",6.470121383666992,29.5
"('172.20.0.106', 44582)",6.466166257858276,28.0
"('172.20.0.106', 39520)",2.3523736000061035,28.3
"('172.20.0.106', 44592)",6.467207670211792,28.3
"('172.20.0.106', 44538)",2.3443691730499268,29.4
"('172.20.0.106', 45478)",7.0512378215789795,29.4
"('172.20.0.106', 44558)",4.706326007843018,29.3
"('172.20.0.106', 44602)",2.3600943088531494,21.8
"('172.20.0.106', 42190)",1.174165964126587,6.5
"('172.20.0.106', 39510)",2.9429728984832764,6.5
"('172.20.0.106', 42198)",1.172748327255249,1.5
"('172.20.0.106', 42254)",1.1789581775665283,1.8
"('172.20.0.106', 42222)",5.292029857635498,28.7
"('172.20.0.106', 42274)",2.9426157474517822,28.2
"('172.20.0.106', 42268)",6.479139089584351,28.1
"('172.20.0.106', 42246)",2.3556134700775146,26.3
"('172.20.0.106', 45828)",4.114065885543823,26.6
"('172.20.0.106', 42256)",4.715250015258789,18.1
"('172.20.0.106', 42236)",5.302428960800171,24.0
"('172.20.0.106', 42252)",5.298351764678955,25.2
"('172.20.0.106', 42210)",10.00516676902771,20.4
"('172.20.0.106', 36890)",1.1777074337005615,22.9
"('172.20.0.106', 42202)",3.531358003616333,23.0
"('172.20.0.106', 45834)",1.177711009979248,2.8
"('172.20.0.106', 45884)",1.766629695892334,29.8
"('172.20.0.106', 45840)",1.1747488975524902,26.9
"('172.20.0.106', 45848)",2.3452847003936768,29.8
"('172.20.0.106', 45928)",5.8847339153289795,28.7
"('172.20.0.106', 45912)",1.7555351257324219,28.9
"('172.20.0.106', 45854)",2.9386518001556396,20.7
"('172.20.0.106', 45868)",6.465265989303589,8.8
"('172.20.0.106', 45898)",5.872769594192505,8.9
"('172.20.0.106', 45904)",4.118954658508301,8.6
"('172.20.0.106', 45936)",4.701276779174805,22.7
"('172.20.0.106', 42838)",2.351126194000244,9.1
"('172.20.0.106', 45890)",2.9436299800872803,24.7
"('172.20.0.106', 42864)",1.1749413013458252,6.3
"('172.20.0.106', 42876)",1.7684082984924316,28.7
"('172.20.0.106', 42872)",4.125504732131958,29.1
"('172.20.0.106', 42928)",3.5358636379241943,28.7
"('172.20.0.106', 42936)",4.112987995147705,29.6
"('172.20.0.106', 42924)",2.958343267440796,29.5
"('172.20.0.106', 42898)",9.440756797790527,5.8
"('172.20.0.106', 42854)",5.88988733291626,18.4
"('172.20.0.106', 42914)",4.722295761108398,15.0
"('172.20.0.106', 42868)",8.247665643692017,5.8
"('172.20.0.106', 42882)",2.369511842727661,15.2
"('172.20.0.106', 42934)",2.3543927669525146,6.3
"('172.20.0.106', 40974)",4.730874061584473,6.3
"('172.20.0.106', 40986)",4.694829702377319,28.8
"('172.20.0.106', 41052)",1.1709504127502441,28.4
"('172.20.0.106', 41016)",8.215224027633667,29.3
"('172.20.0.106', 41046)",6.447614908218384,28.2
"('172.20.0.106', 40976)",2.3405935764312744,28.3
"('172.20.0.106', 40978)",3.5308516025543213,22.5
"('172.20.0.106', 40996)",9.400847673416138,19.7
"('172.20.0.106', 41002)",6.461361646652222,5.1
"('172.20.0.106', 40982)",1.7698686122894287,19.7
"('172.20.0.106', 40988)",7.035956621170044,5.3
"('172.20.0.106', 40990)",1.7620670795440674,5.6
"('172.20.0.106', 41032)",3.529973268508911,5.6
"('172.20.0.106', 38942)",2.936567544937134,5.6
"('172.20.0.106', 38946)",1.1760320663452148,16.8
"('172.20.0.106', 38962)",1.7775566577911377,28.1
"('172.20.0.106', 38970)",1.175628662109375,28.6
"('172.20.0.106', 39028)",2.9475343227386475,30.6
"('172.20.0.106', 38986)",10.01688265800476,32.7
"('172.20.0.106', 38952)",5.302788496017456,24.6
"('172.20.0.106', 54586)",1.7577831745147705,24.8
